Verb,Tense,Pronoun,ConjugatedVerb
Être,Présent,je ,suis
Être,Présent,tu ,es
Être,Présent,il ,est
Être,Présent,nous ,sommes
Être,Présent,vous ,êtes
Être,Présent,ils ,sont
Être,Passé composé,j'ai ,été
Être,Passé composé,tu as ,été
Être,Passé composé,il a ,été
Être,Passé composé,nous avons ,été
Être,Passé composé,vous avez ,été
Être,Passé composé,ils ont ,été
Être,Imparfait,j',étais
Être,Imparfait,tu ,étais
Être,Imparfait,il ,était
Être,Imparfait,nous ,étions
Être,Imparfait,vous ,étiez
Être,Imparfait,ils ,étaient
Être,Plus-que-parfait,j'avais ,été
Être,Plus-que-parfait,tu avais ,été
Être,Plus-que-parfait,il avait ,été
Être,Plus-que-parfait,nous avions ,été
Être,Plus-que-parfait,vous aviez ,été
Être,Plus-que-parfait,ils avaient ,été
Être,Passé simple,je ,fus
Être,Passé simple,tu ,fus
Être,Passé simple,il ,fut
Être,Passé simple,nous ,fûmes
Être,Passé simple,vous ,fûtes
Être,Passé simple,ils ,furent
Être,Passé antérieur,j'eus ,été
Être,Passé antérieur,tu eus ,été
Être,Passé antérieur,il eut ,été
Être,Passé antérieur,nous eûmes ,été
Être,Passé antérieur,vous eûtes ,été
Être,Passé antérieur,ils eurent ,été
Être,Futur,je ,serai
Être,Futur,tu ,seras
Être,Futur,il ,sera
Être,Futur,nous ,serons
Être,Futur,vous ,serez
Être,Futur,ils ,seront
Être,Futur antérieur,j'aurai ,été
Être,Futur antérieur,tu auras ,été
Être,Futur antérieur,il aura ,été
Être,Futur antérieur,nous aurons ,été
Être,Futur antérieur,vous aurez ,été
Être,Futur antérieur,ils auront ,été
Être,Futur proche,je vais ,être
Être,Futur proche,tu vas ,être
Être,Futur proche,il va ,être
Être,Futur proche,nous allons ,être
Être,Futur proche,vous allez ,être
Être,Futur proche,ils vont ,être
Avoir,Présent,j',ai
Avoir,Présent,tu ,as
Avoir,Présent,il ,a
Avoir,Présent,nous ,avons
Avoir,Présent,vous ,avez
Avoir,Présent,ils ,ont
Avoir,Passé composé,j'ai ,eu
Avoir,Passé composé,tu as ,eu
Avoir,Passé composé,il a ,eu
Avoir,Passé composé,nous avons ,eu
Avoir,Passé composé,vous avez ,eu
Avoir,Passé composé,ils ont ,eu
Avoir,Imparfait,j',avais
Avoir,Imparfait,tu ,avais
Avoir,Imparfait,il ,avait
Avoir,Imparfait,nous ,avions
Avoir,Imparfait,vous ,aviez
Avoir,Imparfait,ils ,avaient
Avoir,Plus-que-parfait,j'avais ,eu
Avoir,Plus-que-parfait,tu avais ,eu
Avoir,Plus-que-parfait,il avait ,eu
Avoir,Plus-que-parfait,nous avions ,eu
Avoir,Plus-que-parfait,vous aviez ,eu
Avoir,Plus-que-parfait,ils avaient ,eu
Avoir,Passé simple,j',eus
Avoir,Passé simple,tu ,eus
Avoir,Passé simple,il ,eut
Avoir,Passé simple,nous ,eûmes
Avoir,Passé simple,vous ,eûtes
Avoir,Passé simple,ils ,eurent
Avoir,Passé antérieur,j'eus ,eu
Avoir,Passé antérieur,tu eus ,eu
Avoir,Passé antérieur,il eut ,eu
Avoir,Passé antérieur,nous eûmes ,eu
Avoir,Passé antérieur,vous eûtes ,eu
Avoir,Passé antérieur,ils eurent ,eu
Avoir,Futur,j',aurai
Avoir,Futur,tu ,auras
Avoir,Futur,il ,aura
Avoir,Futur,nous ,aurons
Avoir,Futur,vous ,aurez
Avoir,Futur,ils ,auront
Avoir,Futur antérieur,j'aurai ,eu
Avoir,Futur antérieur,tu auras ,eu
Avoir,Futur antérieur,il aura ,eu
Avoir,Futur antérieur,nous aurons ,eu
Avoir,Futur antérieur,vous aurez ,eu
Avoir,Futur antérieur,ils auront ,eu
Avoir,Futur proche,je vais ,avoir
Avoir,Futur proche,tu vas ,avoir
Avoir,Futur proche,il va ,avoir
Avoir,Futur proche,nous allons ,avoir
Avoir,Futur proche,vous allez ,avoir
Avoir,Futur proche,ils vont ,avoir
Faire,Présent,je f,ais
Faire,Présent,tu f,ais
Faire,Présent,il f,ait
Faire,Présent,nous f,aisons
Faire,Présent,vous f,aites
Faire,Présent,ils f,ont
Faire,Passé composé,j'ai f,ait
Faire,Passé composé,tu as f,ait
Faire,Passé composé,il a f,ait
Faire,Passé composé,nous avons f,ait
Faire,Passé composé,vous avez f,ait
Faire,Passé composé,ils ont f,ait
Faire,Imparfait,je f,aisais
Faire,Imparfait,tu f,aisais
Faire,Imparfait,il f,aisait
Faire,Imparfait,nous f,aisions
Faire,Imparfait,vous f,aisiez
Faire,Imparfait,ils f,aisaient
Faire,Plus-que-parfait,j'avais f,ait
Faire,Plus-que-parfait,tu avais f,ait
Faire,Plus-que-parfait,il avait f,ait
Faire,Plus-que-parfait,nous avions f,ait
Faire,Plus-que-parfait,vous aviez f,ait
Faire,Plus-que-parfait,ils avaient f,ait
Faire,Passé simple,je f,is
Faire,Passé simple,tu f,is
Faire,Passé simple,il f,it
Faire,Passé simple,nous f,îmes
Faire,Passé simple,vous f,îtes
Faire,Passé simple,ils f,irent
Faire,Passé antérieur,j'eus f,ait
Faire,Passé antérieur,tu eus f,ait
Faire,Passé antérieur,il eut f,ait
Faire,Passé antérieur,nous eûmes f,ait
Faire,Passé antérieur,vous eûtes f,ait
Faire,Passé antérieur,ils eurent f,ait
Faire,Futur,je f,erai
Faire,Futur,tu f,eras
Faire,Futur,il f,era
Faire,Futur,nous f,erons
Faire,Futur,vous f,erez
Faire,Futur,ils f,eront
Faire,Futur antérieur,j'aurai f,ait
Faire,Futur antérieur,tu auras f,ait
Faire,Futur antérieur,il aura f,ait
Faire,Futur antérieur,nous aurons f,ait
Faire,Futur antérieur,vous aurez f,ait
Faire,Futur antérieur,ils auront f,ait
Faire,Futur proche,je vais f,aire
Faire,Futur proche,tu vas f,aire
Faire,Futur proche,il va f,aire
Faire,Futur proche,nous allons f,aire
Faire,Futur proche,vous allez f,aire
Faire,Futur proche,ils vont f,aire
Dire,Présent,je d,is
Dire,Présent,tu d,is
Dire,Présent,il d,it
Dire,Présent,nous d,isons
Dire,Présent,vous d,ites
Dire,Présent,ils d,isent
Dire,Passé composé,j'ai d,it
Dire,Passé composé,tu as d,it
Dire,Passé composé,il a d,it
Dire,Passé composé,nous avons d,it
Dire,Passé composé,vous avez d,it
Dire,Passé composé,ils ont d,it
Dire,Imparfait,je d,isais
Dire,Imparfait,tu d,isais
Dire,Imparfait,il d,isait
Dire,Imparfait,nous d,isions
Dire,Imparfait,vous d,isiez
Dire,Imparfait,ils d,isaient
Dire,Plus-que-parfait,j'avais d,it
Dire,Plus-que-parfait,tu avais d,it
Dire,Plus-que-parfait,il avait d,it
Dire,Plus-que-parfait,nous avions d,it
Dire,Plus-que-parfait,vous aviez d,it
Dire,Plus-que-parfait,ils avaient d,it
Dire,Passé simple,je d,is
Dire,Passé simple,tu d,is
Dire,Passé simple,il d,it
Dire,Passé simple,nous d,îmes
Dire,Passé simple,vous d,îtes
Dire,Passé simple,ils d,irent
Dire,Passé antérieur,j'eus d,it
Dire,Passé antérieur,tu eus d,it
Dire,Passé antérieur,il eut d,it
Dire,Passé antérieur,nous eûmes d,it
Dire,Passé antérieur,vous eûtes d,it
Dire,Passé antérieur,ils eurent d,it
Dire,Futur,je d,irai
Dire,Futur,tu d,iras
Dire,Futur,il d,ira
Dire,Futur,nous d,irons
Dire,Futur,vous d,irez
Dire,Futur,ils d,iront
Dire,Futur antérieur,j'aurai d,it
Dire,Futur antérieur,tu auras d,it
Dire,Futur antérieur,il aura d,it
Dire,Futur antérieur,nous aurons d,it
Dire,Futur antérieur,vous aurez d,it
Dire,Futur antérieur,ils auront d,it
Dire,Futur proche,je vais d,ire
Dire,Futur proche,tu vas d,ire
Dire,Futur proche,il va d,ire
Dire,Futur proche,nous allons d,ire
Dire,Futur proche,vous allez d,ire
Dire,Futur proche,ils vont d,ire
Pouvoir,Présent,je p,eux
Pouvoir,Présent,tu p,eux
Pouvoir,Présent,il p,eut
Pouvoir,Présent,nous p,ouvons
Pouvoir,Présent,vous p,ouvez
Pouvoir,Présent,ils p,euvent
Pouvoir,Passé composé,j'ai p,u
Pouvoir,Passé composé,tu as p,u
Pouvoir,Passé composé,il a p,u
Pouvoir,Passé composé,nous avons p,u
Pouvoir,Passé composé,vous avez p,u
Pouvoir,Passé composé,ils ont p,u
Pouvoir,Imparfait,je p,ouvais
Pouvoir,Imparfait,tu p,ouvais
Pouvoir,Imparfait,il p,ouvait
Pouvoir,Imparfait,nous p,ouvions
Pouvoir,Imparfait,vous p,ouviez
Pouvoir,Imparfait,ils p,ouvaient
Pouvoir,Plus-que-parfait,j'avais p,u
Pouvoir,Plus-que-parfait,tu avais p,u
Pouvoir,Plus-que-parfait,il avait p,u
Pouvoir,Plus-que-parfait,nous avions p,u
Pouvoir,Plus-que-parfait,vous aviez p,u
Pouvoir,Plus-que-parfait,ils avaient p,u
Pouvoir,Passé simple,je p,us
Pouvoir,Passé simple,tu p,us
Pouvoir,Passé simple,il p,ut
Pouvoir,Passé simple,nous p,ûmes
Pouvoir,Passé simple,vous p,ûtes
Pouvoir,Passé simple,ils p,urent
Pouvoir,Passé antérieur,j'eus p,u
Pouvoir,Passé antérieur,tu eus p,u
Pouvoir,Passé antérieur,il eut p,u
Pouvoir,Passé antérieur,nous eûmes p,u
Pouvoir,Passé antérieur,vous eûtes p,u
Pouvoir,Passé antérieur,ils eurent p,u
Pouvoir,Futur,je p,ourrai
Pouvoir,Futur,tu p,ourras
Pouvoir,Futur,il p,ourra
Pouvoir,Futur,nous p,ourrons
Pouvoir,Futur,vous p,ourrez
Pouvoir,Futur,ils p,ourront
Pouvoir,Futur antérieur,j'aurai p,u
Pouvoir,Futur antérieur,tu auras p,u
Pouvoir,Futur antérieur,il aura p,u
Pouvoir,Futur antérieur,nous aurons p,u
Pouvoir,Futur antérieur,vous aurez p,u
Pouvoir,Futur antérieur,ils auront p,u
Pouvoir,Futur proche,je vais p,ouvoir
Pouvoir,Futur proche,tu vas p,ouvoir
Pouvoir,Futur proche,il va p,ouvoir
Pouvoir,Futur proche,nous allons p,ouvoir
Pouvoir,Futur proche,vous allez p,ouvoir
Pouvoir,Futur proche,ils vont p,ouvoir
Aller,Présent,je ,vais
Aller,Présent,tu ,vas
Aller,Présent,il ,va
Aller,Présent,nous ,allons
Aller,Présent,vous ,allez
Aller,Présent,ils ,vont
Aller,Passé composé,je suis ,allé
Aller,Passé composé,tu es ,allé
Aller,Passé composé,il est ,allé
Aller,Passé composé,nous sommes ,allés
Aller,Passé composé,vous êtes ,allés
Aller,Passé composé,ils sont ,allés
Aller,Imparfait,j',allais
Aller,Imparfait,tu ,allais
Aller,Imparfait,il ,allait
Aller,Imparfait,nous ,allions
Aller,Imparfait,vous ,alliez
Aller,Imparfait,ils ,allaient
Aller,Plus-que-parfait,j'étais ,allé
Aller,Plus-que-parfait,tu étais ,allé
Aller,Plus-que-parfait,il était ,allé
Aller,Plus-que-parfait,nous étions ,allés
Aller,Plus-que-parfait,vous étiez ,allés
Aller,Plus-que-parfait,ils étaient ,allés
Aller,Passé simple,j',allai
Aller,Passé simple,tu ,allas
Aller,Passé simple,il ,alla
Aller,Passé simple,nous ,allâmes
Aller,Passé simple,vous ,allâtes
Aller,Passé simple,ils ,allèrent
Aller,Passé antérieur,je fus ,allé
Aller,Passé antérieur,tu fus ,allé
Aller,Passé antérieur,il fut ,allé
Aller,Passé antérieur,nous fûmes ,allés
Aller,Passé antérieur,vous fûtes ,allés
Aller,Passé antérieur,ils furent ,allés
Aller,Futur,j',irai
Aller,Futur,tu ,iras
Aller,Futur,il ,ira
Aller,Futur,nous ,irons
Aller,Futur,vous ,irez
Aller,Futur,ils ,iront
Aller,Futur antérieur,je serai ,allé
Aller,Futur antérieur,tu seras ,allé
Aller,Futur antérieur,il sera ,allé
Aller,Futur antérieur,nous serons ,allés
Aller,Futur antérieur,vous serez ,allés
Aller,Futur antérieur,ils seront ,allés
Aller,Futur proche,je vais ,aller
Aller,Futur proche,tu vas ,aller
Aller,Futur proche,il va ,aller
Aller,Futur proche,nous allons ,aller
Aller,Futur proche,vous allez ,aller
Aller,Futur proche,ils vont ,aller
Voir,Présent,je v,ois
Voir,Présent,tu v,ois
Voir,Présent,il v,oit
Voir,Présent,nous v,oyons
Voir,Présent,vous v,oyez
Voir,Présent,ils v,oient
Voir,Passé composé,j'ai v,u
Voir,Passé composé,tu as v,u
Voir,Passé composé,il a v,u
Voir,Passé composé,nous avons v,u
Voir,Passé composé,vous avez v,u
Voir,Passé composé,ils ont v,u
Voir,Imparfait,je v,oyais
Voir,Imparfait,tu v,oyais
Voir,Imparfait,il v,oyait
Voir,Imparfait,nous v,oyions
Voir,Imparfait,vous v,oyiez
Voir,Imparfait,ils v,oyaient
Voir,Plus-que-parfait,j'avais v,u
Voir,Plus-que-parfait,tu avais v,u
Voir,Plus-que-parfait,il avait v,u
Voir,Plus-que-parfait,nous avions v,u
Voir,Plus-que-parfait,vous aviez v,u
Voir,Plus-que-parfait,ils avaient v,u
Voir,Passé simple,je v,is
Voir,Passé simple,tu v,is
Voir,Passé simple,il v,it
Voir,Passé simple,nous v,îmes
Voir,Passé simple,vous v,îtes
Voir,Passé simple,ils v,irent
Voir,Passé antérieur,j'eus v,u
Voir,Passé antérieur,tu eus v,u
Voir,Passé antérieur,il eut v,u
Voir,Passé antérieur,nous eûmes v,u
Voir,Passé antérieur,vous eûtes v,u
Voir,Passé antérieur,ils eurent v,u
Voir,Futur,je v,errai
Voir,Futur,tu v,erras
Voir,Futur,il v,erra
Voir,Futur,nous v,errons
Voir,Futur,vous v,errez
Voir,Futur,ils v,erront
Voir,Futur antérieur,j'aurai v,u
Voir,Futur antérieur,tu auras v,u
Voir,Futur antérieur,il aura v,u
Voir,Futur antérieur,nous aurons v,u
Voir,Futur antérieur,vous aurez v,u
Voir,Futur antérieur,ils auront v,u
Voir,Futur proche,je vais v,oir
Voir,Futur proche,tu vas v,oir
Voir,Futur proche,il va v,oir
Voir,Futur proche,nous allons v,oir
Voir,Futur proche,vous allez v,oir
Voir,Futur proche,ils vont v,oir
Savoir,Présent,je s,ais
Savoir,Présent,tu s,ais
Savoir,Présent,il s,ait
Savoir,Présent,nous s,avons
Savoir,Présent,vous s,avez
Savoir,Présent,ils s,avent
Savoir,Passé composé,j'ai s,u
Savoir,Passé composé,tu as s,u
Savoir,Passé composé,il a s,u
Savoir,Passé composé,nous avons s,u
Savoir,Passé composé,vous avez s,u
Savoir,Passé composé,ils ont s,u
Savoir,Imparfait,je s,avais
Savoir,Imparfait,tu s,avais
Savoir,Imparfait,il s,avait
Savoir,Imparfait,nous s,avions
Savoir,Imparfait,vous s,aviez
Savoir,Imparfait,ils s,avaient
Savoir,Plus-que-parfait,j'avais s,u
Savoir,Plus-que-parfait,tu avais s,u
Savoir,Plus-que-parfait,il avait s,u
Savoir,Plus-que-parfait,nous avions s,u
Savoir,Plus-que-parfait,vous aviez s,u
Savoir,Plus-que-parfait,ils avaient s,u
Savoir,Passé simple,je s,us
Savoir,Passé simple,tu s,us
Savoir,Passé simple,il s,ut
Savoir,Passé simple,nous s,ûmes
Savoir,Passé simple,vous s,ûtes
Savoir,Passé simple,ils s,urent
Savoir,Passé antérieur,j'eus s,u
Savoir,Passé antérieur,tu eus s,u
Savoir,Passé antérieur,il eut s,u
Savoir,Passé antérieur,nous eûmes s,u
Savoir,Passé antérieur,vous eûtes s,u
Savoir,Passé antérieur,ils eurent s,u
Savoir,Futur,je s,aurai
Savoir,Futur,tu s,auras
Savoir,Futur,il s,aura
Savoir,Futur,nous s,aurons
Savoir,Futur,vous s,aurez
Savoir,Futur,ils s,auront
Savoir,Futur antérieur,j'aurai s,u
Savoir,Futur antérieur,tu auras s,u
Savoir,Futur antérieur,il aura s,u
Savoir,Futur antérieur,nous aurons s,u
Savoir,Futur antérieur,vous aurez s,u
Savoir,Futur antérieur,ils auront s,u
Savoir,Futur proche,je vais s,avoir
Savoir,Futur proche,tu vas s,avoir
Savoir,Futur proche,il va s,avoir
Savoir,Futur proche,nous allons s,avoir
Savoir,Futur proche,vous allez s,avoir
Savoir,Futur proche,ils vont s,avoir
Vouloir,Présent,je v,eux
Vouloir,Présent,tu v,eux
Vouloir,Présent,il v,eut
Vouloir,Présent,nous v,oulons
Vouloir,Présent,vous v,oulez
Vouloir,Présent,ils v,eulent
Vouloir,Passé composé,j'ai v,oulu
Vouloir,Passé composé,tu as v,oulu
Vouloir,Passé composé,il a v,oulu
Vouloir,Passé composé,nous avons v,oulu
Vouloir,Passé composé,vous avez v,oulu
Vouloir,Passé composé,ils ont v,oulu
Vouloir,Imparfait,je v,oulais
Vouloir,Imparfait,tu v,oulais
Vouloir,Imparfait,il v,oulait
Vouloir,Imparfait,nous v,oulions
Vouloir,Imparfait,vous v,ouliez
Vouloir,Imparfait,ils v,oulaient
Vouloir,Plus-que-parfait,j'avais v,oulu
Vouloir,Plus-que-parfait,tu avais v,oulu
Vouloir,Plus-que-parfait,il avait v,oulu
Vouloir,Plus-que-parfait,nous avions v,oulu
Vouloir,Plus-que-parfait,vous aviez v,oulu
Vouloir,Plus-que-parfait,ils avaient v,oulu
Vouloir,Passé simple,je v,oulus
Vouloir,Passé simple,tu v,oulus
Vouloir,Passé simple,il v,oulut
Vouloir,Passé simple,nous v,oulûmes
Vouloir,Passé simple,vous v,oulûtes
Vouloir,Passé simple,ils v,oulurent
Vouloir,Passé antérieur,j'eus v,oulu
Vouloir,Passé antérieur,tu eus v,oulu
Vouloir,Passé antérieur,il eut v,oulu
Vouloir,Passé antérieur,nous eûmes v,oulu
Vouloir,Passé antérieur,vous eûtes v,oulu
Vouloir,Passé antérieur,ils eurent v,oulu
Vouloir,Futur,je v,oudrai
Vouloir,Futur,tu v,oudras
Vouloir,Futur,il v,oudra
Vouloir,Futur,nous v,oudrons
Vouloir,Futur,vous v,oudrez
Vouloir,Futur,ils v,oudront
Vouloir,Futur antérieur,j'aurai v,oulu
Vouloir,Futur antérieur,tu auras v,oulu
Vouloir,Futur antérieur,il aura v,oulu
Vouloir,Futur antérieur,nous aurons v,oulu
Vouloir,Futur antérieur,vous aurez v,oulu
Vouloir,Futur antérieur,ils auront v,oulu
Vouloir,Futur proche,je vais v,ouloir
Vouloir,Futur proche,tu vas v,ouloir
Vouloir,Futur proche,il va v,ouloir
Vouloir,Futur proche,nous allons v,ouloir
Vouloir,Futur proche,vous allez v,ouloir
Vouloir,Futur proche,ils vont v,ouloir
Venir,Présent,je v,iens
Venir,Présent,tu v,iens
Venir,Présent,il v,ient
Venir,Présent,nous v,enons
Venir,Présent,vous v,enez
Venir,Présent,ils v,iennent
Venir,Passé composé,je suis v,enu
Venir,Passé composé,tu es v,enu
Venir,Passé composé,il est v,enu
Venir,Passé composé,nous sommes v,enus
Venir,Passé composé,vous êtes v,enus
Venir,Passé composé,ils sont v,enus
Venir,Imparfait,je v,enais
Venir,Imparfait,tu v,enais
Venir,Imparfait,il v,enait
Venir,Imparfait,nous v,enions
Venir,Imparfait,vous v,eniez
Venir,Imparfait,ils v,enaient
Venir,Plus-que-parfait,j'étais v,enu
Venir,Plus-que-parfait,tu étais v,enu
Venir,Plus-que-parfait,il était v,enu
Venir,Plus-que-parfait,nous étions v,enus
Venir,Plus-que-parfait,vous étiez v,enus
Venir,Plus-que-parfait,ils étaient v,enus
Venir,Passé simple,je v,ins
Venir,Passé simple,tu v,ins
Venir,Passé simple,il v,int
Venir,Passé simple,nous v,înmes
Venir,Passé simple,vous v,întes
Venir,Passé simple,ils v,inrent
Venir,Passé antérieur,je fus v,enu
Venir,Passé antérieur,tu fus v,enu
Venir,Passé antérieur,il fut v,enu
Venir,Passé antérieur,nous fûmes v,enus
Venir,Passé antérieur,vous fûtes v,enus
Venir,Passé antérieur,ils furent v,enus
Venir,Futur,je v,iendrai
Venir,Futur,tu v,iendras
Venir,Futur,il v,iendra
Venir,Futur,nous v,iendrons
Venir,Futur,vous v,iendrez
Venir,Futur,ils v,iendront
Venir,Futur antérieur,je serai v,enu
Venir,Futur antérieur,tu seras v,enu
Venir,Futur antérieur,il sera v,enu
Venir,Futur antérieur,nous serons v,enus
Venir,Futur antérieur,vous serez v,enus
Venir,Futur antérieur,ils seront v,enus
Venir,Futur proche,je vais v,enir
Venir,Futur proche,tu vas v,enir
Venir,Futur proche,il va v,enir
Venir,Futur proche,nous allons v,enir
Venir,Futur proche,vous allez v,enir
Venir,Futur proche,ils vont v,enir
Falloir,Présent,il fa,ut
Falloir,Passé composé,il a fa,llu
Falloir,Imparfait,il fa,llait
Falloir,Plus-que-parfait,il avait fa,llu
Falloir,Passé simple,il fa,llut
Falloir,Passé antérieur,il eut fa,llu
Falloir,Futur,il fa,udra
Falloir,Futur antérieur,il aura fa,llu
Falloir,Futur proche,il va fa,lloir
Devoir,Présent,je d,ois
Devoir,Présent,tu d,ois
Devoir,Présent,il d,oit
Devoir,Présent,nous d,evons
Devoir,Présent,vous d,evez
Devoir,Présent,ils d,oivent
Devoir,Passé composé,j'ai d,û
Devoir,Passé composé,tu as d,û
Devoir,Passé composé,il a d,û
Devoir,Passé composé,nous avons d,û
Devoir,Passé composé,vous avez d,û
Devoir,Passé composé,ils ont d,û
Devoir,Imparfait,je d,evais
Devoir,Imparfait,tu d,evais
Devoir,Imparfait,il d,evait
Devoir,Imparfait,nous d,evions
Devoir,Imparfait,vous d,eviez
Devoir,Imparfait,ils d,evaient
Devoir,Plus-que-parfait,j'avais d,û
Devoir,Plus-que-parfait,tu avais d,û
Devoir,Plus-que-parfait,il avait d,û
Devoir,Plus-que-parfait,nous avions d,û
Devoir,Plus-que-parfait,vous aviez d,û
Devoir,Plus-que-parfait,ils avaient d,û
Devoir,Passé simple,je d,us
Devoir,Passé simple,tu d,us
Devoir,Passé simple,il d,ut
Devoir,Passé simple,nous d,ûmes
Devoir,Passé simple,vous d,ûtes
Devoir,Passé simple,ils d,urent
Devoir,Passé antérieur,j'eus d,û
Devoir,Passé antérieur,tu eus d,û
Devoir,Passé antérieur,il eut d,û
Devoir,Passé antérieur,nous eûmes d,û
Devoir,Passé antérieur,vous eûtes d,û
Devoir,Passé antérieur,ils eurent d,û
Devoir,Futur,je d,evrai
Devoir,Futur,tu d,evras
Devoir,Futur,il d,evra
Devoir,Futur,nous d,evrons
Devoir,Futur,vous d,evrez
Devoir,Futur,ils d,evront
Devoir,Futur antérieur,j'aurai d,û
Devoir,Futur antérieur,tu auras d,û
Devoir,Futur antérieur,il aura d,û
Devoir,Futur antérieur,nous aurons d,û
Devoir,Futur antérieur,vous aurez d,û
Devoir,Futur antérieur,ils auront d,û
Devoir,Futur proche,je vais d,evoir
Devoir,Futur proche,tu vas d,evoir
Devoir,Futur proche,il va d,evoir
Devoir,Futur proche,nous allons d,evoir
Devoir,Futur proche,vous allez d,evoir
Devoir,Futur proche,ils vont d,evoir
Croire,Présent,je cr,ois
Croire,Présent,tu cr,ois
Croire,Présent,il cr,oit
Croire,Présent,nous cr,oyons
Croire,Présent,vous cr,oyez
Croire,Présent,ils cr,oient
Croire,Passé composé,j'ai cr,u
Croire,Passé composé,tu as cr,u
Croire,Passé composé,il a cr,u
Croire,Passé composé,nous avons cr,u
Croire,Passé composé,vous avez cr,u
Croire,Passé composé,ils ont cr,u
Croire,Imparfait,je cr,oyais
Croire,Imparfait,tu cr,oyais
Croire,Imparfait,il cr,oyait
Croire,Imparfait,nous cr,oyions
Croire,Imparfait,vous cr,oyiez
Croire,Imparfait,ils cr,oyaient
Croire,Plus-que-parfait,j'avais cr,u
Croire,Plus-que-parfait,tu avais cr,u
Croire,Plus-que-parfait,il avait cr,u
Croire,Plus-que-parfait,nous avions cr,u
Croire,Plus-que-parfait,vous aviez cr,u
Croire,Plus-que-parfait,ils avaient cr,u
Croire,Passé simple,je cr,us
Croire,Passé simple,tu cr,us
Croire,Passé simple,il cr,ut
Croire,Passé simple,nous cr,ûmes
Croire,Passé simple,vous cr,ûtes
Croire,Passé simple,ils cr,urent
Croire,Passé antérieur,j'eus cr,u
Croire,Passé antérieur,tu eus cr,u
Croire,Passé antérieur,il eut cr,u
Croire,Passé antérieur,nous eûmes cr,u
Croire,Passé antérieur,vous eûtes cr,u
Croire,Passé antérieur,ils eurent cr,u
Croire,Futur,je cr,oirai
Croire,Futur,tu cr,oiras
Croire,Futur,il cr,oira
Croire,Futur,nous cr,oirons
Croire,Futur,vous cr,oirez
Croire,Futur,ils cr,oiront
Croire,Futur antérieur,j'aurai cr,u
Croire,Futur antérieur,tu auras cr,u
Croire,Futur antérieur,il aura cr,u
Croire,Futur antérieur,nous aurons cr,u
Croire,Futur antérieur,vous aurez cr,u
Croire,Futur antérieur,ils auront cr,u
Croire,Futur proche,je vais cr,oire
Croire,Futur proche,tu vas cr,oire
Croire,Futur proche,il va cr,oire
Croire,Futur proche,nous allons cr,oire
Croire,Futur proche,vous allez cr,oire
Croire,Futur proche,ils vont cr,oire
Trouver,Présent,je trouv,e
Trouver,Présent,tu trouv,es
Trouver,Présent,il trouv,e
Trouver,Présent,nous trouv,ons
Trouver,Présent,vous trouv,ez
Trouver,Présent,ils trouv,ent
Trouver,Passé composé,j'ai trouv,é
Trouver,Passé composé,tu as trouv,é
Trouver,Passé composé,il a trouv,é
Trouver,Passé composé,nous avons trouv,é
Trouver,Passé composé,vous avez trouv,é
Trouver,Passé composé,ils ont trouv,é
Trouver,Imparfait,je trouv,ais
Trouver,Imparfait,tu trouv,ais
Trouver,Imparfait,il trouv,ait
Trouver,Imparfait,nous trouv,ions
Trouver,Imparfait,vous trouv,iez
Trouver,Imparfait,ils trouv,aient
Trouver,Plus-que-parfait,j'avais trouv,é
Trouver,Plus-que-parfait,tu avais trouv,é
Trouver,Plus-que-parfait,il avait trouv,é
Trouver,Plus-que-parfait,nous avions trouv,é
Trouver,Plus-que-parfait,vous aviez trouv,é
Trouver,Plus-que-parfait,ils avaient trouv,é
Trouver,Passé simple,je trouv,ai
Trouver,Passé simple,tu trouv,as
Trouver,Passé simple,il trouv,a
Trouver,Passé simple,nous trouv,âmes
Trouver,Passé simple,vous trouv,âtes
Trouver,Passé simple,ils trouv,èrent
Trouver,Passé antérieur,j'eus trouv,é
Trouver,Passé antérieur,tu eus trouv,é
Trouver,Passé antérieur,il eut trouv,é
Trouver,Passé antérieur,nous eûmes trouv,é
Trouver,Passé antérieur,vous eûtes trouv,é
Trouver,Passé antérieur,ils eurent trouv,é
Trouver,Futur,je trouv,erai
Trouver,Futur,tu trouv,eras
Trouver,Futur,il trouv,era
Trouver,Futur,nous trouv,erons
Trouver,Futur,vous trouv,erez
Trouver,Futur,ils trouv,eront
Trouver,Futur antérieur,j'aurai trouv,é
Trouver,Futur antérieur,tu auras trouv,é
Trouver,Futur antérieur,il aura trouv,é
Trouver,Futur antérieur,nous aurons trouv,é
Trouver,Futur antérieur,vous aurez trouv,é
Trouver,Futur antérieur,ils auront trouv,é
Trouver,Futur proche,je vais trouv,er
Trouver,Futur proche,tu vas trouv,er
Trouver,Futur proche,il va trouv,er
Trouver,Futur proche,nous allons trouv,er
Trouver,Futur proche,vous allez trouv,er
Trouver,Futur proche,ils vont trouv,er
Donner,Présent,je donn,e
Donner,Présent,tu donn,es
Donner,Présent,il donn,e
Donner,Présent,nous donn,ons
Donner,Présent,vous donn,ez
Donner,Présent,ils donn,ent
Donner,Passé composé,j'ai donn,é
Donner,Passé composé,tu as donn,é
Donner,Passé composé,il a donn,é
Donner,Passé composé,nous avons donn,é
Donner,Passé composé,vous avez donn,é
Donner,Passé composé,ils ont donn,é
Donner,Imparfait,je donn,ais
Donner,Imparfait,tu donn,ais
Donner,Imparfait,il donn,ait
Donner,Imparfait,nous donn,ions
